Prices;Strike;Maturity;r;q;Option_type
0.008144;1.119927;0.057692;0.007240;-0.009020;1.000000
0.009776;1.120531;0.083333;0.008630;-0.008280;1.000000
0.012964;1.122610;0.166667;0.009960;-0.008690;1.000000
0.015746;1.124521;0.250000;0.010380;-0.008170;1.000000
0.018539;1.126472;0.333333;0.010580;-0.007920;1.000000
0.023076;1.130629;0.500000;0.011040;-0.007900;1.000000
0.029036;1.137118;0.750000;0.011500;-0.007970;1.000000
0.034174;1.143565;1.000000;0.011870;-0.007780;1.000000
0.006021;1.115335;0.019231;0.008130;-0.007930;1.000000
0.008815;1.113982;0.038462;0.006090;-0.010090;1.000000
0.012702;1.111984;0.057692;0.007240;-0.009020;1.000000
0.015249;1.110983;0.083333;0.008630;-0.008280;1.000000
0.020274;1.109903;0.166667;0.009960;-0.008690;1.000000
0.024654;1.109049;0.250000;0.010380;-0.008170;1.000000
0.029092;1.108197;0.333333;0.010580;-0.007920;1.000000
0.036282;1.107825;0.500000;0.011040;-0.007900;1.000000
0.045627;1.108456;0.750000;0.011500;-0.007970;1.000000
0.053578;1.109914;1.000000;0.011870;-0.007780;1.000000
0.008097;1.112431;0.019231;0.008130;-0.007930;1.000000
0.011877;1.109706;0.038462;0.006090;-0.010090;1.000000
0.017055;1.105857;0.057692;0.007240;-0.009020;1.000000
0.020494;1.103598;0.083333;0.008630;-0.008280;1.000000
0.027373;1.099943;0.166667;0.009960;-0.008690;1.000000
0.033618;1.096628;0.250000;0.010380;-0.008170;1.000000
0.039535;1.093594;0.333333;0.010580;-0.007920;1.000000
0.049563;1.089287;0.500000;0.011040;-0.007900;1.000000
0.062566;1.084733;0.750000;0.011500;-0.007970;1.000000
0.073596;1.081710;1.000000;0.011870;-0.007780;1.000000
0.011222;1.108615;0.019231;0.008130;-0.007930;1.000000
0.016485;1.104079;0.038462;0.006090;-0.010090;1.000000
0.023504;1.097920;0.057692;0.007240;-0.009020;1.000000
0.028357;1.093944;0.083333;0.008630;-0.008280;1.000000
0.038139;1.086766;0.166667;0.009960;-0.008690;1.000000
0.046790;1.080447;0.250000;0.010380;-0.008170;1.000000
0.055494;1.074081;0.333333;0.010580;-0.007920;1.000000
0.069984;1.064320;0.500000;0.011040;-0.007900;1.000000
0.088760;1.052607;0.750000;0.011500;-0.007970;1.000000
0.104753;1.043350;1.000000;0.011870;-0.007780;1.000000
0.013620;1.105915;0.019231;0.008130;-0.007930;1.000000
0.020028;1.100091;0.038462;0.006090;-0.010090;1.000000
0.028448;1.092333;0.057692;0.007240;-0.009020;1.000000
0.034392;1.087130;0.083333;0.008630;-0.008280;1.000000
0.046453;1.077390;0.166667;0.009960;-0.008690;1.000000
0.057877;1.068066;0.250000;0.010380;-0.008170;1.000000
0.067908;1.060077;0.333333;0.010580;-0.007920;1.000000
0.085940;1.046300;0.500000;0.011040;-0.007900;1.000000
0.109201;1.029426;0.750000;0.011500;-0.007970;1.000000
0.129141;1.015585;1.000000;0.011870;-0.007780;1.000000
0.017496;1.101769;0.019231;0.008130;-0.007930;1.000000
0.025793;1.093928;0.038462;0.006090;-0.010090;1.000000
0.036357;1.083848;0.057692;0.007240;-0.009020;1.000000
0.044127;1.076694;0.083333;0.008630;-0.008280;1.000000
0.059949;1.062926;0.166667;0.009960;-0.008690;1.000000
0.074148;1.050554;0.250000;0.010380;-0.008170;1.000000
0.088065;1.038441;0.333333;0.010580;-0.007920;1.000000
0.111904;1.018380;0.500000;0.011040;-0.007900;1.000000
0.142331;0.993642;0.750000;0.011500;-0.007970;1.000000
0.168521;0.972869;1.000000;0.011870;-0.007780;1.000000
0.151594;0.802026;1;-0.01237;0.01197;1
=======;;;;;
0.016674;0.989089;0.019231;0.00707;-0.01298;-1
0.023612;0.995547;0.038462;0.00584;-0.01453;-1
0.030153;1.001615;0.057692;0.00712;-0.01332;-1
0.038534;1.009334;0.083333;0.00867;-0.01225;-1
0.053013;1.021584;0.166667;0.01002;-0.01275;-1
0.067396;1.033889;0.25;0.01023;-0.01247;-1
0.080458;1.044907;0.333333;0.01065;-0.01194;-1
0.102449;1.062368;0.5;0.01116;-0.0122;-1
0.129351;1.082317;0.75;0.01166;-0.01242;-1
0.158503;1.10447;1;0.01197;-0.01237;-1
0.012976;0.985142;0.019231;0.00707;-0.01298;-1
0.018331;0.989919;0.038462;0.00584;-0.01453;-1
0.023434;0.994456;0.057692;0.00712;-0.01332;-1
0.029747;0.999997;0.083333;0.00867;-0.01225;-1
0.040608;1.008456;0.166667;0.01002;-0.01275;-1
0.051113;1.016734;0.25;0.01023;-0.01247;-1
0.060855;1.024299;0.333333;0.01065;-0.01194;-1
0.076986;1.035724;0.5;0.01116;-0.0122;-1
0.096698;1.048338;0.75;0.01166;-0.01242;-1
0.117481;1.062038;1;0.01197;-0.01237;-1
0.010728;0.982612;0.019231;0.00707;-0.01298;-1
0.015133;0.986328;0.038462;0.00584;-0.01453;-1
0.019361;0.989883;0.057692;0.00712;-0.01332;-1
0.024456;0.994085;0.083333;0.00867;-0.01225;-1
0.033225;1.000254;0.166667;0.01002;-0.01275;-1
0.041503;1.006136;0.25;0.01023;-0.01247;-1
0.049363;1.011656;0.333333;0.01065;-0.01194;-1
0.062146;1.019508;0.5;0.01116;-0.0122;-1
0.07785;1.027882;0.75;0.01166;-0.01242;-1
0.094164;1.036921;1;0.01197;-0.01237;-1
0.007807;0.979034;0.019231;0.00707;-0.01298;-1
0.011;0.981276;0.038462;0.00584;-0.01453;-1
0.014087;0.983439;0.057692;0.00712;-0.01332;-1
0.01769;0.98587;0.083333;0.00867;-0.01225;-1
0.023896;0.989015;0.166667;0.01002;-0.01275;-1
0.029579;0.99191;0.25;0.01023;-0.01247;-1
0.035125;0.994733;0.333333;0.01065;-0.01194;-1
0.044024;0.998142;0.5;0.01116;-0.0122;-1
0.054919;1.001102;0.75;0.01166;-0.01242;-1
0.066082;1.004447;1;0.01197;-0.01237;-1
0.005863;0.97629;0.019231;0.00707;-0.01298;-1
0.008258;0.977415;0.038462;0.00584;-0.01453;-1
0.010569;0.978498;0.057692;0.00712;-0.01332;-1
0.013234;0.979654;0.083333;0.00867;-0.01225;-1
0.017821;0.98062;0.166667;0.01002;-0.01275;-1
0.022005;0.981523;0.25;0.01023;-0.01247;-1
0.026085;0.982415;0.333333;0.01065;-0.01194;-1
0.032652;0.982783;0.5;0.01116;-0.0122;-1
0.040687;0.982093;0.75;0.01166;-0.01242;-1
0.048839;0.981704;1;0.01197;-0.01237;-1
0.003755;0.972673;0.019231;0.00707;-0.01298;1
0.005277;0.972333;0.038462;0.00584;-0.01453;1
0.006704;0.97201;0.057692;0.00712;-0.01332;1
0.008324;0.971555;0.083333;0.00867;-0.01225;1
0.011082;0.969787;0.166667;0.01002;-0.01275;1
0.013537;0.968229;0.25;0.01023;-0.01247;1
0.015865;0.966749;0.333333;0.01065;-0.01194;1
0.019476;0.963385;0.5;0.01116;-0.0122;1
0.023683;0.958282;0.75;0.01166;-0.01242;1
0.027737;0.953539;1;0.01197;-0.01237;1
0.006011;0.968924;0.019231;0.00707;-0.01298;1
0.008489;0.967029;0.038462;0.00584;-0.01453;1
0.010749;0.965277;0.057692;0.00712;-0.01332;1
0.013347;0.963167;0.083333;0.00867;-0.01225;1
0.017869;0.958484;0.166667;0.01002;-0.01275;1
0.021937;0.954269;0.25;0.01023;-0.01247;1
0.025762;0.950246;0.333333;0.01065;-0.01194;1
0.031779;0.942786;0.5;0.01116;-0.0122;1
0.038922;0.932628;0.75;0.01166;-0.01242;1
0.045968;0.922733;1;0.01197;-0.01237;1
0.008224;0.965912;0.019231;0.00707;-0.01298;1
0.011669;0.962727;0.038462;0.00584;-0.01453;1
0.014727;0.959865;0.057692;0.00712;-0.01332;1
0.018286;0.956442;0.083333;0.00867;-0.01225;1
0.024603;0.949379;0.166667;0.01002;-0.01275;1
0.030312;0.943001;0.25;0.01023;-0.01247;1
0.035568;0.937033;0.333333;0.01065;-0.01194;1
0.043876;0.926499;0.5;0.01116;-0.0122;1
0.053714;0.912743;0.75;0.01166;-0.01242;1
0.063517;0.899235;1;0.01197;-0.01237;1
0.011643;0.961809;0.019231;0.00707;-0.01298;1
0.016595;0.956833;0.038462;0.00584;-0.01453;1
0.020823;0.952535;0.057692;0.00712;-0.01332;1
0.025971;0.947228;0.083333;0.00867;-0.01225;1
0.035142;0.936797;0.166667;0.01002;-0.01275;1
0.043581;0.927239;0.25;0.01023;-0.01247;1
0.051106;0.918567;0.333333;0.01065;-0.01194;1
0.063183;0.903613;0.5;0.01116;-0.0122;1
0.077341;0.884793;0.75;0.01166;-0.01242;1
0.091704;0.866024;1;0.01197;-0.01237;1
0.014321;0.958826;0.019231;0.00707;-0.01298;1
0.02046;0.952534;0.038462;0.00584;-0.01453;1
0.025589;0.94722;0.057692;0.00712;-0.01332;1
0.032003;0.940514;0.083333;0.00867;-0.01225;1
0.043462;0.927562;0.166667;0.01002;-0.01275;1
0.054109;0.915587;0.25;0.01023;-0.01247;1
0.063435;0.904922;0.333333;0.01065;-0.01194;1
0.078737;0.886467;0.5;0.01116;-0.0122;1
0.096107;0.864109;0.75;0.01166;-0.01242;1
0.114233;0.841286;1;0.01197;-0.01237;1
0.018746;0.954122;0.019231;0.00707;-0.01298;1
0.026892;0.945706;0.038462;0.00584;-0.01453;1
0.033483;0.938829;0.057692;0.00712;-0.01332;1
0.042014;0.929881;0.083333;0.00867;-0.01225;1
0.057363;0.912829;0.166667;0.01002;-0.01275;1
0.071813;0.896863;0.25;0.01023;-0.01247;1
0.084133;0.883037;0.333333;0.01065;-0.01194;1
0.104338;0.859427;0.5;0.01116;-0.0122;1
0.127413;0.831129;0.75;0.01166;-0.01242;1
0.151594;0.802026;1;0.01197;-0.01237;1
>>>>>>> origin/master;;;;;
